case_id,pkt_id,case_name,start_slot,src_rid,dst_rid,msg_class,class_name,vc_id,pkt_len,body_cnt,timeout_cycles,flits
49,49,CASE-A,0,6,4,0,REQ,1,1,0,300,1102C400
50,50,CASE-A,0,4,7,0,REQ,1,1,0,300,1211C400
51,51,CASE-A,0,0,4,0,REQ,1,1,0,300,1100C400
52,52,CASE-A,0,0,3,0,REQ,1,1,0,300,0100C400
53,53,CASE-A,0,2,0,0,REQ,0,1,0,300,0020C400
54,54,CASE-A,0,0,1,0,REQ,0,1,0,300,1000C400
55,55,CASE-A,0,6,7,0,REQ,0,1,0,300,1202C400
56,56,CASE-A,0,4,5,0,REQ,0,1,0,300,2111C400
57,57,CASE-A,0,4,5,0,REQ,1,1,0,300,2111C400
58,58,CASE-A,0,1,4,0,REQ,1,1,0,300,1110C400
59,59,CASE-A,0,0,6,0,REQ,0,1,0,300,0200C400
60,60,CASE-A,0,2,1,0,REQ,0,1,0,300,1020C400
61,61,CASE-A,0,4,3,0,REQ,1,1,0,300,0111C400
62,62,CASE-A,0,6,3,0,REQ,0,1,0,300,0102C400
63,63,CASE-A,0,2,1,0,REQ,0,1,0,300,1020C400
64,64,CASE-A,0,5,6,0,REQ,1,1,0,300,0221C400
65,65,CASE-A,0,0,3,0,REQ,0,1,0,300,0100C400
66,66,CASE-A,0,7,2,0,REQ,0,1,0,300,2012C400
67,67,CASE-A,0,4,8,0,REQ,1,1,0,300,2211C400
68,68,CASE-A,0,2,4,0,REQ,0,1,0,300,1120C400
69,69,CASE-A,0,1,8,0,REQ,0,1,0,300,2210C400
70,70,CASE-A,0,8,6,0,REQ,0,1,0,300,0222C400
71,71,CASE-A,0,8,2,0,REQ,1,1,0,300,2022C400
72,72,CASE-A,0,2,7,0,REQ,1,1,0,300,1220C400
73,73,CASE-A,0,7,0,0,REQ,1,1,0,300,0012C400
74,74,CASE-A,0,0,6,0,REQ,1,1,0,300,0200C400
75,75,CASE-A,0,8,0,0,REQ,1,1,0,300,0022C400
76,76,CASE-A,0,7,0,0,REQ,1,1,0,300,0012C400
77,77,CASE-A,0,5,6,0,REQ,1,1,0,300,0221C400
78,78,CASE-A,0,2,6,0,REQ,0,1,0,300,0220C400
79,79,CASE-A,0,1,7,0,REQ,0,1,0,300,1210C400
80,80,CASE-A,0,1,2,0,REQ,0,1,0,300,2010C400
81,81,CASE-A,0,0,4,0,REQ,0,1,0,300,1100C400
82,82,CASE-A,0,8,1,0,REQ,1,1,0,300,1022C400
83,83,CASE-A,0,7,0,0,REQ,1,1,0,300,0012C400
84,84,CASE-A,0,3,5,0,REQ,0,1,0,300,2101C400
85,85,CASE-A,0,6,8,0,REQ,0,1,0,300,2202C400
86,86,CASE-A,0,7,2,0,REQ,0,1,0,300,2012C400
87,87,CASE-A,0,8,3,0,REQ,0,1,0,300,0122C400
88,88,CASE-A,0,7,0,0,REQ,0,1,0,300,0012C400
89,89,CASE-A,0,1,8,0,REQ,0,1,0,300,2210C400
90,90,CASE-A,0,1,4,0,REQ,0,1,0,300,1110C400
91,91,CASE-A,0,3,4,0,REQ,0,1,0,300,1101C400
92,92,CASE-A,0,7,5,0,REQ,1,1,0,300,2112C400
93,93,CASE-A,0,6,8,0,REQ,0,1,0,300,2202C400
94,94,CASE-A,0,7,8,0,REQ,0,1,0,300,2212C400
95,95,CASE-A,0,8,0,0,REQ,1,1,0,300,0022C400
96,96,CASE-A,0,3,6,0,REQ,1,1,0,300,0201C400
97,97,CASE-A,0,1,6,0,REQ,1,1,0,300,0210C400
98,98,CASE-A,0,1,5,0,REQ,0,1,0,300,2110C400
99,99,CASE-A,0,7,4,0,REQ,1,1,0,300,1112C400
100,100,CASE-A,0,1,2,0,REQ,0,1,0,300,2010C400
101,101,CASE-A,0,6,4,0,REQ,0,1,0,300,1102C400
102,102,CASE-A,0,0,8,0,REQ,1,1,0,300,2200C400
103,103,CASE-A,0,0,7,0,REQ,1,1,0,300,1200C400
104,104,CASE-A,0,3,4,0,REQ,0,1,0,300,1101C400
105,105,CASE-A,0,6,5,0,REQ,0,1,0,300,2102C400
106,106,CASE-A,0,8,4,0,REQ,0,1,0,300,1122C400
107,107,CASE-A,0,1,3,0,REQ,1,1,0,300,0110C400
108,108,CASE-A,0,8,0,0,REQ,0,1,0,300,0022C400
109,109,CASE-A,0,2,5,0,REQ,0,1,0,300,2120C400
110,110,CASE-A,0,2,4,0,REQ,1,1,0,300,1120C400
111,111,CASE-A,0,0,3,0,REQ,1,1,0,300,0100C400
112,112,CASE-A,0,6,7,0,REQ,1,1,0,300,1202C400
113,113,CASE-A,0,8,4,0,REQ,0,1,0,300,1122C400
114,114,CASE-A,0,7,2,0,REQ,1,1,0,300,2012C400
115,115,CASE-A,0,0,1,0,REQ,0,1,0,300,1000C400
116,116,CASE-A,0,4,5,0,REQ,1,1,0,300,2111C400
117,117,CASE-A,0,6,7,0,REQ,0,1,0,300,1202C400
118,118,CASE-A,0,6,1,0,REQ,1,1,0,300,1002C400
119,119,CASE-A,0,3,0,0,REQ,1,1,0,300,0001C400
120,120,CASE-A,0,2,0,0,REQ,1,1,0,300,0020C400
121,121,CASE-A,0,2,4,0,REQ,0,1,0,300,1120C400
122,122,CASE-A,0,6,2,0,REQ,1,1,0,300,2002C400
123,123,CASE-A,0,5,6,0,REQ,0,1,0,300,0221C400
124,124,CASE-A,0,5,3,0,REQ,1,1,0,300,0121C400
125,125,CASE-A,0,0,5,0,REQ,1,1,0,300,2100C400
126,126,CASE-A,0,7,2,0,REQ,1,1,0,300,2012C400
127,127,CASE-A,0,4,8,0,REQ,0,1,0,300,2211C400
128,128,CASE-A,0,7,0,0,REQ,1,1,0,300,0012C400
129,129,CASE-A,0,5,3,0,REQ,1,1,0,300,0121C400
130,130,CASE-A,0,7,3,0,REQ,1,1,0,300,0112C400
131,131,CASE-A,0,7,4,0,REQ,0,1,0,300,1112C400
132,132,CASE-A,0,6,5,0,REQ,0,1,0,300,2102C400
133,133,CASE-A,0,2,8,0,REQ,0,1,0,300,2220C400
134,134,CASE-A,0,1,6,0,REQ,0,1,0,300,0210C400
135,135,CASE-A,0,5,1,0,REQ,0,1,0,300,1021C400
136,136,CASE-A,0,3,0,0,REQ,0,1,0,300,0001C400
137,137,CASE-A,0,5,4,0,REQ,0,1,0,300,1121C400
138,138,CASE-A,0,8,4,0,REQ,1,1,0,300,1122C400
139,139,CASE-A,0,5,6,0,REQ,0,1,0,300,0221C400
140,140,CASE-A,0,1,7,0,REQ,1,1,0,300,1210C400
141,141,CASE-A,0,5,3,0,REQ,1,1,0,300,0121C400
142,142,CASE-A,0,1,2,0,REQ,1,1,0,300,2010C400
143,143,CASE-A,0,0,8,0,REQ,0,1,0,300,2200C400
144,144,CASE-A,0,2,8,0,REQ,0,1,0,300,2220C400
145,145,CASE-A,0,4,3,0,REQ,1,1,0,300,0111C400
146,146,CASE-A,0,5,0,0,REQ,0,1,0,300,0021C400
147,147,CASE-A,0,2,3,0,REQ,0,1,0,300,0120C400
148,148,CASE-A,0,2,0,0,REQ,0,1,0,300,0020C400
149,149,CASE-A,0,2,6,0,REQ,1,1,0,300,0220C400
150,150,CASE-A,0,6,0,0,REQ,0,1,0,300,0002C400
151,151,CASE-A,0,2,8,0,REQ,0,1,0,300,2220C400
152,152,CASE-A,0,7,1,0,REQ,1,1,0,300,1012C400
153,153,CASE-A,0,1,2,0,REQ,0,1,0,300,2010C400
154,154,CASE-A,0,1,5,0,REQ,0,1,0,300,2110C400
155,155,CASE-A,0,5,3,0,REQ,1,1,0,300,0121C400
156,156,CASE-A,0,3,8,0,REQ,1,1,0,300,2201C400
157,157,CASE-A,0,6,1,0,REQ,1,1,0,300,1002C400
158,158,CASE-A,0,2,4,0,REQ,1,1,0,300,1120C400
159,159,CASE-A,0,8,2,0,REQ,0,1,0,300,2022C400
160,160,CASE-A,0,6,0,0,REQ,1,1,0,300,0002C400
161,161,CASE-A,0,2,4,0,REQ,0,1,0,300,1120C400
162,162,CASE-A,0,2,8,0,REQ,1,1,0,300,2220C400
163,163,CASE-A,0,4,0,0,REQ,1,1,0,300,0011C400
164,164,CASE-A,0,6,8,0,REQ,0,1,0,300,2202C400
165,165,CASE-A,0,6,1,0,REQ,0,1,0,300,1002C400
166,166,CASE-A,0,8,2,0,REQ,1,1,0,300,2022C400
167,167,CASE-A,0,8,2,0,REQ,0,1,0,300,2022C400
168,168,CASE-A,0,1,6,0,REQ,0,1,0,300,0210C400
169,169,CASE-A,0,0,7,0,REQ,0,1,0,300,1200C400
170,170,CASE-A,0,6,4,0,REQ,1,1,0,300,1102C400
171,171,CASE-A,0,2,8,0,REQ,0,1,0,300,2220C400
172,172,CASE-A,0,2,1,0,REQ,1,1,0,300,1020C400
173,173,CASE-A,0,2,4,0,REQ,0,1,0,300,1120C400
174,174,CASE-A,0,1,5,0,REQ,1,1,0,300,2110C400
175,175,CASE-A,0,8,4,0,REQ,0,1,0,300,1122C400
176,176,CASE-A,0,5,6,0,REQ,1,1,0,300,0221C400
177,177,CASE-A,0,0,4,0,REQ,1,1,0,300,1100C400
178,178,CASE-A,0,7,6,0,REQ,1,1,0,300,0212C400
179,179,CASE-A,0,1,7,0,REQ,1,1,0,300,1210C400
180,180,CASE-A,0,3,0,0,REQ,1,1,0,300,0001C400
181,181,CASE-A,0,2,8,0,REQ,0,1,0,300,2220C400
182,182,CASE-A,0,3,1,0,REQ,0,1,0,300,1001C400
183,183,CASE-A,0,2,0,0,REQ,0,1,0,300,0020C400
184,184,CASE-A,0,2,0,0,REQ,0,1,0,300,0020C400
185,185,CASE-A,0,4,1,0,REQ,1,1,0,300,1011C400
186,186,CASE-A,0,0,7,0,REQ,0,1,0,300,1200C400
187,187,CASE-A,0,5,1,0,REQ,0,1,0,300,1021C400
188,188,CASE-A,0,0,6,0,REQ,0,1,0,300,0200C400
189,189,CASE-A,0,4,7,0,REQ,0,1,0,300,1211C400
190,190,CASE-A,0,1,6,0,REQ,0,1,0,300,0210C400
191,191,CASE-A,0,7,5,0,REQ,1,1,0,300,2112C400
192,192,CASE-A,0,2,8,0,REQ,1,1,0,300,2220C400
193,193,CASE-A,0,3,6,0,REQ,0,1,0,300,0201C400
194,194,CASE-A,0,6,5,0,REQ,0,1,0,300,2102C400
195,195,CASE-A,0,6,0,0,REQ,1,1,0,300,0002C400
196,196,CASE-A,0,5,1,0,REQ,1,1,0,300,1021C400
197,197,CASE-A,0,5,1,0,REQ,1,1,0,300,1021C400
198,198,CASE-A,0,1,8,0,REQ,0,1,0,300,2210C400
199,199,CASE-A,0,0,1,0,REQ,1,1,0,300,1000C400
200,200,CASE-A,0,5,8,0,REQ,1,1,0,300,2221C400
201,201,CASE-A,0,2,3,0,REQ,1,1,0,300,0120C400
202,202,CASE-A,0,6,0,0,REQ,0,1,0,300,0002C400
203,203,CASE-A,0,1,2,0,REQ,1,1,0,300,2010C400
204,204,CASE-A,0,3,1,0,REQ,0,1,0,300,1001C400
205,205,CASE-A,0,6,0,0,REQ,0,1,0,300,0002C400
206,206,CASE-A,0,7,6,0,REQ,1,1,0,300,0212C400
207,207,CASE-A,0,6,4,0,REQ,1,1,0,300,1102C400
208,208,CASE-A,0,0,2,0,REQ,0,1,0,300,2000C400
209,209,CASE-A,0,5,7,0,REQ,0,1,0,300,1221C400
210,210,CASE-A,0,4,0,0,REQ,1,1,0,300,0011C400
211,211,CASE-A,0,8,1,0,REQ,1,1,0,300,1022C400
212,212,CASE-A,0,6,2,0,REQ,0,1,0,300,2002C400
213,213,CASE-A,0,1,2,0,REQ,0,1,0,300,2010C400
214,214,CASE-A,0,7,0,0,REQ,1,1,0,300,0012C400
215,215,CASE-A,0,6,5,0,REQ,1,1,0,300,2102C400
216,216,CASE-A,0,6,8,0,REQ,1,1,0,300,2202C400
217,217,CASE-A,0,4,5,0,REQ,1,1,0,300,2111C400
218,218,CASE-A,0,1,2,0,REQ,0,1,0,300,2010C400
219,219,CASE-A,0,7,8,0,REQ,0,1,0,300,2212C400
220,220,CASE-A,0,5,4,0,REQ,1,1,0,300,1121C400
221,221,CASE-A,0,7,5,0,REQ,1,1,0,300,2112C400
222,222,CASE-A,0,8,5,0,REQ,0,1,0,300,2122C400
223,223,CASE-A,0,5,1,0,REQ,0,1,0,300,1021C400
224,224,CASE-A,0,7,6,0,REQ,1,1,0,300,0212C400
225,225,CASE-A,0,7,3,0,REQ,1,1,0,300,0112C400
226,226,CASE-A,0,3,5,0,REQ,1,1,0,300,2101C400
227,227,CASE-A,0,5,6,0,REQ,1,1,0,300,0221C400
228,228,CASE-A,0,8,1,0,REQ,0,1,0,300,1022C400
229,229,CASE-A,0,5,7,0,REQ,0,1,0,300,1221C400
230,230,CASE-A,0,3,0,0,REQ,0,1,0,300,0001C400
231,231,CASE-A,0,5,0,0,REQ,0,1,0,300,0021C400
232,232,CASE-A,0,0,4,0,REQ,1,1,0,300,1100C400
233,233,CASE-A,0,8,2,0,REQ,0,1,0,300,2022C400
234,234,CASE-A,0,5,6,0,REQ,0,1,0,300,0221C400
235,235,CASE-A,0,3,7,0,REQ,0,1,0,300,1201C400
236,236,CASE-A,0,3,7,0,REQ,0,1,0,300,1201C400
237,237,CASE-A,0,0,7,0,REQ,0,1,0,300,1200C400
238,238,CASE-A,0,2,7,0,REQ,1,1,0,300,1220C400
239,239,CASE-A,0,3,5,0,REQ,0,1,0,300,2101C400
240,240,CASE-A,0,1,2,0,REQ,0,1,0,300,2010C400
241,241,CASE-A,0,1,5,0,REQ,1,1,0,300,2110C400
242,242,CASE-A,0,5,8,0,REQ,1,1,0,300,2221C400
243,243,CASE-A,0,3,6,0,REQ,0,1,0,300,0201C400
244,244,CASE-A,0,6,3,0,REQ,1,1,0,300,0102C400
245,245,CASE-A,0,3,1,0,REQ,0,1,0,300,1001C400
246,246,CASE-A,0,2,8,0,REQ,1,1,0,300,2220C400
247,247,CASE-A,0,1,4,0,REQ,0,1,0,300,1110C400
248,248,CASE-A,0,5,3,0,REQ,1,1,0,300,0121C400
249,249,CASE-A,0,0,4,0,REQ,1,1,0,300,1100C400
250,250,CASE-A,0,7,5,0,REQ,0,1,0,300,2112C400
251,251,CASE-A,0,5,8,0,REQ,0,1,0,300,2221C400
252,252,CASE-A,0,5,3,0,REQ,0,1,0,300,0121C400
253,253,CASE-A,0,1,2,0,REQ,0,1,0,300,2010C400
254,254,CASE-A,0,5,4,0,REQ,1,1,0,300,1121C400
255,255,CASE-A,0,7,0,0,REQ,0,1,0,300,0012C400
256,256,CASE-A,0,8,1,0,REQ,0,1,0,300,1022C400
257,257,CASE-A,0,5,3,0,REQ,1,1,0,300,0121C400
258,258,CASE-A,0,5,8,0,REQ,0,1,0,300,2221C400
259,259,CASE-A,0,1,8,0,REQ,0,1,0,300,2210C400
260,260,CASE-A,0,4,2,0,REQ,0,1,0,300,2011C400
261,261,CASE-A,0,6,3,0,REQ,1,1,0,300,0102C400
262,262,CASE-A,0,5,2,0,REQ,1,1,0,300,2021C400
263,263,CASE-A,0,5,2,0,REQ,1,1,0,300,2021C400
264,264,CASE-A,0,3,7,0,REQ,1,1,0,300,1201C400
265,265,CASE-A,0,7,4,0,REQ,0,1,0,300,1112C400
266,266,CASE-A,0,6,1,0,REQ,0,1,0,300,1002C400
267,267,CASE-A,0,6,2,0,REQ,0,1,0,300,2002C400
268,268,CASE-A,0,5,4,0,REQ,1,1,0,300,1121C400
269,269,CASE-A,0,0,5,0,REQ,1,1,0,300,2100C400
270,270,CASE-A,0,4,7,0,REQ,0,1,0,300,1211C400
271,271,CASE-A,0,4,5,0,REQ,0,1,0,300,2111C400
272,272,CASE-A,0,8,0,0,REQ,0,1,0,300,0022C400
273,273,CASE-A,0,5,2,0,REQ,0,1,0,300,2021C400
274,274,CASE-A,0,2,4,0,REQ,1,1,0,300,1120C400
275,275,CASE-A,0,8,1,0,REQ,1,1,0,300,1022C400
276,276,CASE-A,0,1,5,0,REQ,1,1,0,300,2110C400
277,277,CASE-A,0,1,6,0,REQ,0,1,0,300,0210C400
278,278,CASE-A,0,1,8,0,REQ,0,1,0,300,2210C400
279,279,CASE-A,0,0,2,0,REQ,1,1,0,300,2000C400
280,280,CASE-A,0,0,3,0,REQ,0,1,0,300,0100C400
281,281,CASE-A,0,8,3,0,REQ,0,1,0,300,0122C400
282,282,CASE-A,0,6,2,0,REQ,1,1,0,300,2002C400
283,283,CASE-A,0,6,4,0,REQ,0,1,0,300,1102C400
284,284,CASE-A,0,0,5,0,REQ,1,1,0,300,2100C400
285,285,CASE-A,0,7,1,0,REQ,1,1,0,300,1012C400
286,286,CASE-A,0,0,3,0,REQ,1,1,0,300,0100C400
287,287,CASE-A,0,5,0,0,REQ,1,1,0,300,0021C400
288,288,CASE-A,0,5,0,0,REQ,1,1,0,300,0021C400
289,289,CASE-A,0,6,8,0,REQ,1,1,0,300,2202C400
290,290,CASE-A,0,0,8,0,REQ,0,1,0,300,2200C400
291,291,CASE-A,0,1,8,0,REQ,0,1,0,300,2210C400
292,292,CASE-A,0,6,4,0,REQ,0,1,0,300,1102C400
293,293,CASE-A,0,5,6,0,REQ,0,1,0,300,0221C400
294,294,CASE-A,0,5,6,0,REQ,0,1,0,300,0221C400
295,295,CASE-A,0,5,8,0,REQ,0,1,0,300,2221C400
296,296,CASE-A,0,8,5,0,REQ,0,1,0,300,2122C400
297,297,CASE-A,0,3,6,0,REQ,0,1,0,300,0201C400
298,298,CASE-A,0,5,8,0,REQ,1,1,0,300,2221C400
299,299,CASE-A,0,5,4,0,REQ,0,1,0,300,1121C400
300,300,CASE-A,0,7,2,0,REQ,0,1,0,300,2012C400
301,301,CASE-A,0,6,4,0,REQ,0,1,0,300,1102C400
302,302,CASE-A,0,1,3,0,REQ,1,1,0,300,0110C400
303,303,CASE-A,0,6,0,0,REQ,1,1,0,300,0002C400
304,304,CASE-A,0,8,6,0,REQ,1,1,0,300,0222C400
305,305,CASE-A,0,1,0,0,REQ,0,1,0,300,0010C400
306,306,CASE-A,0,1,3,0,REQ,0,1,0,300,0110C400
307,307,CASE-A,0,0,3,0,REQ,0,1,0,300,0100C400
308,308,CASE-A,0,2,5,0,REQ,1,1,0,300,2120C400
309,309,CASE-A,0,1,3,0,REQ,0,1,0,300,0110C400
310,310,CASE-A,0,6,5,0,REQ,0,1,0,300,2102C400
311,311,CASE-A,0,7,3,0,REQ,1,1,0,300,0112C400
312,312,CASE-A,0,8,7,0,REQ,0,1,0,300,1222C400
313,313,CASE-A,0,6,1,0,REQ,0,1,0,300,1002C400
314,314,CASE-A,0,6,7,0,REQ,1,1,0,300,1202C400
315,315,CASE-A,0,7,3,0,REQ,1,1,0,300,0112C400
316,316,CASE-A,0,5,8,0,REQ,1,1,0,300,2221C400
317,317,CASE-A,0,6,8,0,REQ,0,1,0,300,2202C400
318,318,CASE-A,0,0,5,0,REQ,0,1,0,300,2100C400
319,319,CASE-A,0,4,8,0,REQ,1,1,0,300,2211C400
320,320,CASE-A,0,2,8,0,REQ,1,1,0,300,2220C400
321,321,CASE-A,0,7,4,0,REQ,0,1,0,300,1112C400
322,322,CASE-A,0,6,4,0,REQ,1,1,0,300,1102C400
323,323,CASE-A,0,6,0,0,REQ,1,1,0,300,0002C400
324,324,CASE-A,0,6,4,0,REQ,0,1,0,300,1102C400
325,325,CASE-A,0,5,2,0,REQ,0,1,0,300,2021C400
326,326,CASE-A,0,2,5,0,REQ,0,1,0,300,2120C400
327,327,CASE-A,0,5,3,0,REQ,0,1,0,300,0121C400
328,328,CASE-A,0,6,2,0,REQ,1,1,0,300,2002C400
329,329,CASE-A,0,0,7,0,REQ,1,1,0,300,1200C400
330,330,CASE-A,0,1,8,0,REQ,0,1,0,300,2210C400
331,331,CASE-A,0,7,1,0,REQ,0,1,0,300,1012C400
332,332,CASE-A,0,4,3,0,REQ,1,1,0,300,0111C400
333,333,CASE-A,0,3,4,0,REQ,0,1,0,300,1101C400
334,334,CASE-A,0,8,7,0,REQ,0,1,0,300,1222C400
335,335,CASE-A,0,1,5,0,REQ,0,1,0,300,2110C400
336,336,CASE-A,0,0,2,0,REQ,0,1,0,300,2000C400
337,337,CASE-A,0,0,1,0,REQ,0,1,0,300,1000C400
338,338,CASE-A,0,5,1,0,REQ,0,1,0,300,1021C400
339,339,CASE-A,0,1,4,0,REQ,1,1,0,300,1110C400
340,340,CASE-A,0,2,7,0,REQ,1,1,0,300,1220C400
341,341,CASE-A,0,7,6,0,REQ,1,1,0,300,0212C400
342,342,CASE-A,0,7,2,0,REQ,0,1,0,300,2012C400
343,343,CASE-A,0,1,6,0,REQ,1,1,0,300,0210C400
344,344,CASE-A,0,5,6,0,REQ,1,1,0,300,0221C400
345,345,CASE-A,0,0,4,0,REQ,1,1,0,300,1100C400
346,346,CASE-A,0,4,0,0,REQ,0,1,0,300,0011C400
347,347,CASE-A,0,6,2,0,REQ,0,1,0,300,2002C400
348,348,CASE-A,0,0,5,0,REQ,1,1,0,300,2100C400
349,349,CASE-A,0,7,3,0,REQ,0,1,0,300,0112C400
350,350,CASE-A,0,8,4,0,REQ,1,1,0,300,1122C400
351,351,CASE-A,0,8,4,0,REQ,0,1,0,300,1122C400
352,352,CASE-A,0,6,1,0,REQ,1,1,0,300,1002C400
353,353,CASE-A,0,1,8,0,REQ,0,1,0,300,2210C400
354,354,CASE-A,0,6,1,0,REQ,1,1,0,300,1002C400
355,355,CASE-A,0,2,5,0,REQ,0,1,0,300,2120C400
356,356,CASE-A,0,0,8,0,REQ,0,1,0,300,2200C400
357,357,CASE-A,0,4,3,0,REQ,1,1,0,300,0111C400
358,358,CASE-A,0,0,4,0,REQ,1,1,0,300,1100C400
359,359,CASE-A,0,2,3,0,REQ,1,1,0,300,0120C400
360,360,CASE-A,0,8,7,0,REQ,0,1,0,300,1222C400
361,361,CASE-A,0,5,8,0,REQ,1,1,0,300,2221C400
362,362,CASE-A,0,3,8,0,REQ,0,1,0,300,2201C400
363,363,CASE-A,0,6,0,0,REQ,0,1,0,300,0002C400
364,364,CASE-A,0,8,0,0,REQ,0,1,0,300,0022C400
365,365,CASE-A,0,4,6,0,REQ,1,1,0,300,0211C400
366,366,CASE-A,0,4,1,0,REQ,1,1,0,300,1011C400
367,367,CASE-A,0,6,3,0,REQ,0,1,0,300,0102C400
368,368,CASE-A,0,2,4,0,REQ,0,1,0,300,1120C400
369,369,CASE-A,0,8,2,0,REQ,1,1,0,300,2022C400
370,370,CASE-A,0,7,6,0,REQ,0,1,0,300,0212C400
371,371,CASE-A,0,0,3,0,REQ,0,1,0,300,0100C400
372,372,CASE-A,0,8,4,0,REQ,1,1,0,300,1122C400
373,373,CASE-A,0,8,0,0,REQ,0,1,0,300,0022C400
374,374,CASE-A,0,7,0,0,REQ,0,1,0,300,0012C400
375,375,CASE-A,0,1,3,0,REQ,0,1,0,300,0110C400
376,376,CASE-A,0,6,1,0,REQ,1,1,0,300,1002C400
377,377,CASE-A,0,5,1,0,REQ,1,1,0,300,1021C400
378,378,CASE-A,0,0,3,0,REQ,0,1,0,300,0100C400
379,379,CASE-A,0,1,8,0,REQ,1,1,0,300,2210C400
380,380,CASE-A,0,6,2,0,REQ,0,1,0,300,2002C400
381,381,CASE-A,0,0,8,0,REQ,1,1,0,300,2200C400
382,382,CASE-A,0,0,7,0,REQ,1,1,0,300,1200C400
383,383,CASE-A,0,5,2,0,REQ,0,1,0,300,2021C400
384,384,CASE-A,0,7,4,0,REQ,1,1,0,300,1112C400
385,385,CASE-A,0,0,7,0,REQ,0,1,0,300,1200C400
386,386,CASE-A,0,8,4,0,REQ,0,1,0,300,1122C400
387,387,CASE-A,0,5,1,0,REQ,0,1,0,300,1021C400
388,388,CASE-A,0,6,2,0,REQ,0,1,0,300,2002C400
389,389,CASE-A,0,7,5,0,REQ,1,1,0,300,2112C400
390,390,CASE-A,0,7,4,0,REQ,1,1,0,300,1112C400
391,391,CASE-A,0,2,1,0,REQ,0,1,0,300,1020C400
392,392,CASE-A,0,2,4,0,REQ,1,1,0,300,1120C400
393,393,CASE-A,0,0,2,0,REQ,0,1,0,300,2000C400
394,394,CASE-A,0,4,8,0,REQ,1,1,0,300,2211C400
395,395,CASE-A,0,2,7,0,REQ,1,1,0,300,1220C400
